account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,plan_tier_sub,mrr_amount,arr_amount,billing_frequency,auto_renew_flag,upgrade_flag,downgrade_flag,total_usage_count,total_usage_duration_secs,total_errors,distinct_features_used,ticket_count,avg_satisfaction,avg_resolution_hours,escalation_count,tenure_days,tenure_bucket,usage_bucket,mrr_bucket,churn_date,last_activity_date,days_since_last_activity,usage_rate_per_day,feature_breadth_ratio,tenure_months,support_tickets_per_month,clv_proxy,engagement_trend_ratio,has_support_tickets
A-2bc93d,Company_43,HealthTech,US,2023-03-14,event,Basic,14,False,False,Pro,1715,20580,monthly,True,False,False,666,215735,31,63,2.0,4.5,12.0,0.0,658,3-6mo,High,Medium-High,,2024-12-07,24,1.012158054711246,1.575,21.933333333333334,0.0911854103343465,37615.666666666664,0.8603351955307262,1
A-f3ff05,Company_44,FinTech,IN,2024-07-06,other,Enterprise,2,False,False,Basic,570,6840,monthly,True,False,False,672,210327,36,56,3.0,3.5,42.66666666666666,0.0,178,3-6mo,High,Medium-Low,,2024-12-31,0,3.7752808988764044,1.4,5.933333333333334,0.5056179775280899,3382.0,0.06666666666666667,1
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,7,False,False,Enterprise,6766,81192,annual,True,False,False,465,127997,19,46,3.0,5.0,26.33333333333333,0.0,246,0-3mo,Medium-Low,High,,2024-12-07,24,1.8902439024390243,1.15,8.2,0.3658536585365854,55481.2,0.07142857142857142,1
A-6a4e2d,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,False,False,Pro,686,8232,annual,True,True,False,597,172764,31,52,2.0,4.5,18.5,1.0,634,1-2yr,Medium-High,Medium-Low,,2024-12-24,7,0.9416403785488959,1.3,21.133333333333333,0.09463722397476342,14497.466666666667,0.9073482428115016,1
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,Basic,627,7524,annual,True,False,False,693,203946,27,67,5.0,4.333333333333333,22.4,0.0,310,0-3mo,High,Medium-Low,,2024-12-15,16,2.235483870967742,1.675,10.333333333333334,0.48387096774193544,6479.0,0.2953271028037383,1
A-c37601,Company_48,EdTech,US,2024-10-31,partner,Basic,6,True,False,Enterprise,10746,128952,monthly,False,False,False,489,131835,21,45,4.0,3.6666666666666665,42.25,0.0,61,0-3mo,Medium-Low,High,,2024-12-07,24,8.01639344262295,1.125,2.033333333333333,1.9672131147540985,21850.199999999997,0.020876826722338204,1
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Basic,13,True,False,Enterprise,6368,76416,annual,True,False,False,523,177958,24,48,5.0,4.0,27.4,0.0,476,6-12mo,Medium-High,High,,2024-12-21,10,1.0987394957983194,1.2,15.866666666666667,0.31512605042016806,101038.93333333333,0.6870967741935484,1
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47,False,True,Basic,893,10716,annual,True,False,False,696,236693,60,70,2.0,3.0,42.0,0.0,111,3-6mo,High,Medium-Low,2024-06-27,2024-12-08,23,6.27027027027027,1.75,3.7,0.5405405405405405,3304.1000000000004,0.30337078651685395,1
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Basic,13,False,False,Enterprise,2587,31044,monthly,True,False,False,746,204124,63,71,3.0,5.0,47.333333333333336,0.0,277,0-3mo,High,Medium-High,,2024-12-03,28,2.693140794223827,1.775,9.233333333333333,0.3249097472924188,23886.63333333333,0.2032258064516129,1
A-02fac6,Company_52,FinTech,US,2023-04-06,event,Pro,22,False,False,Pro,1078,12936,monthly,True,True,False,514,169854,34,49,6.0,4.0,23.33333333333333,0.0,635,1-2yr,Medium-High,Medium-High,,2024-12-27,4,0.8094488188976378,1.225,21.166666666666668,0.28346456692913385,22817.666666666668,0.8035087719298246,1
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,False,Basic,494,5928,monthly,False,False,False,375,127687,30,37,3.0,4.0,50.333333333333336,0.0,512,6-12mo,Medium-Low,Medium-Low,,2024-12-23,8,0.732421875,0.925,17.066666666666666,0.17578125,8430.933333333332,0.24172185430463577,1
A-32728c,Company_54,DevTools,US,2023-01-03,event,Pro,20,False,True,Basic,798,9576,annual,True,False,False,418,115325,22,39,2.0,3.5,34.5,0.0,563,1-2yr,Medium-Low,Medium-Low,2024-07-19,2024-12-14,17,0.7424511545293073,0.975,18.766666666666666,0.10657193605683837,14975.8,0.908675799086758,1
A-4c38bc,Company_55,HealthTech,UK,2024-03-09,event,Basic,36,False,True,Pro,1764,21168,annual,True,False,False,818,271358,27,77,3.0,3.5,48.333333333333336,0.0,297,6-12mo,High,Medium-High,,2024-12-29,2,2.7542087542087543,1.925,9.9,0.30303030303030304,17463.600000000002,0.24885496183206107,1
A-1b707d,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,False,Basic,0,0,annual,False,False,False,399,110456,12,38,3.0,4.0,42.66666666666666,0.0,536,0-3mo,Medium-Low,Low,,2024-12-13,18,0.7444029850746269,0.95,17.866666666666667,0.16791044776119401,0.0,0.7577092511013216,1
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,False,Basic,779,9348,annual,False,False,False,924,261489,59,85,4.0,4.333333333333333,35.25,0.0,175,3-6mo,High,Medium-Low,,2024-12-31,0,5.28,2.125,5.833333333333333,0.6857142857142857,4544.166666666666,0.1282051282051282,1
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,20,False,False,Pro,0,0,monthly,False,False,False,477,148106,25,50,2.0,4.0,15.0,0.0,132,0-3mo,Medium-Low,Low,,2024-12-15,16,3.6136363636363638,1.25,4.4,0.45454545454545453,0.0,0.03470715835140998,1
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,False,True,Basic,171,2052,annual,True,False,False,439,120226,17,34,3.0,4.0,37.0,0.0,583,1-2yr,Medium-Low,Low,2024-10-03,2024-12-25,6,0.7530017152658662,0.85,19.433333333333334,0.15437392795883362,3323.1,1.041860465116279,1
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,True,False,Pro,784,9408,annual,True,False,True,565,187525,38,54,6.0,4.5,28.5,0.0,121,0-3mo,Medium-High,Medium-Low,,2024-12-31,0,4.669421487603306,1.35,4.033333333333333,1.4876033057851241,3162.133333333333,0.15071283095723015,1
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,False,Basic,779,9348,monthly,True,False,False,464,150051,25,48,6.0,3.5,26.83333333333333,0.0,608,6-12mo,Medium-Low,Medium-Low,,2024-12-19,12,0.7631578947368421,1.2,20.266666666666666,0.2960526315789474,15787.733333333332,0.5163398692810458,1
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,False,Basic,627,7524,annual,True,False,False,295,102452,22,27,4.0,3.75,17.0,0.0,96,0-3mo,Low,Medium-Low,,2024-12-14,17,3.0729166666666665,0.675,3.2,1.25,2006.4,0.138996138996139,1
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,True,False,Enterprise,11741,140892,monthly,True,False,False,729,220382,45,68,5.0,5.0,30.2,0.0,195,6-12mo,High,High,,2024-12-25,6,3.7384615384615385,1.7,6.5,0.7692307692307693,76316.5,0.1267387944358578,1
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,False,Enterprise,13930,167160,annual,True,False,False,511,173162,35,48,5.0,4.0,39.4,0.0,409,6-12mo,Medium-High,High,,2024-12-14,17,1.2493887530562346,1.2,13.633333333333333,0.36674816625916873,189912.3333333333,0.3699731903485255,1
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,False,Enterprise,5771,69252,monthly,True,False,False,599,168143,33,54,5.0,4.333333333333333,24.2,0.0,70,0-3mo,Medium-High,High,,2024-12-30,1,8.557142857142857,1.35,2.3333333333333335,2.142857142857143,13465.666666666668,0.0472027972027972,1
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,False,Enterprise,8557,102684,annual,False,False,False,565,159213,45,51,5.0,3.5,51.4,1.0,261,0-3mo,Medium-High,High,,2024-12-22,9,2.164750957854406,1.275,8.7,0.574712643678161,74445.9,0.22826086956521738,1
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,False,False,Basic,361,4332,annual,False,False,False,528,149124,31,52,2.0,4.0,45.0,0.0,180,3-6mo,Medium-High,Medium-Low,,2024-12-27,4,2.933333333333333,1.3,6.0,0.3333333333333333,2166.0,0.13062098501070663,1
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,True,Enterprise,7164,85968,monthly,True,False,False,396,123655,26,40,4.0,4.0,29.5,0.0,314,6-12mo,Medium-Low,High,2024-01-20,2024-12-16,15,1.2611464968152866,1.0,10.466666666666667,0.38216560509554137,74983.2,1.2372881355932204,1
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,True,Pro,1470,17640,annual,True,False,False,692,196300,25,64,5.0,4.75,35.4,0.0,174,3-6mo,High,Medium-High,,2024-12-25,6,3.9770114942528734,1.6,5.8,0.8620689655172414,8526.0,0.08294209702660407,1
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,False,Pro,980,11760,annual,False,True,False,393,117237,13,36,2.0,4.0,15.5,0.0,47,0-3mo,Medium-Low,Medium-Low,,2024-12-18,13,8.361702127659575,0.9,1.5666666666666667,1.2765957446808511,1535.3333333333333,0.034210526315789476,1
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,Enterprise,9950,119400,monthly,True,False,False,597,196701,22,53,4.0,4.0,33.5,0.0,460,6-12mo,Medium-High,High,,2024-12-15,16,1.2978260869565217,1.325,15.333333333333334,0.2608695652173913,152566.6666666667,0.575197889182058,1
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,False,False,Pro,343,4116,annual,True,False,False,545,183399,43,51,1.0,4.0,72.0,0.0,452,6-12mo,Medium-High,Medium-Low,,2024-12-25,6,1.2057522123893805,1.275,15.066666666666666,0.06637168141592921,5167.866666666667,0.4192708333333333,1
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,Enterprise,7363,88356,annual,True,True,False,689,206138,61,65,2.0,5.0,39.0,0.0,27,0-3mo,High,High,,2024-12-29,2,25.51851851851852,1.625,0.9,2.2222222222222223,6626.7,0.010263929618768328,1
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,False,False,Pro,0,0,annual,True,False,False,366,118465,20,36,3.0,4.0,17.666666666666668,0.0,636,1-2yr,Low,Low,,2024-12-30,1,0.5754716981132075,0.9,21.2,0.14150943396226415,0.0,0.7345971563981043,1
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,False,Enterprise,5174,62088,annual,True,False,False,581,181056,30,56,3.0,3.0,36.66666666666666,0.0,389,3-6mo,Medium-High,High,,2024-12-23,8,1.493573264781491,1.4,12.966666666666667,0.23136246786632392,67089.53333333334,0.3295194508009153,1
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,False,Pro,2156,25872,annual,True,False,False,684,219304,28,67,3.0,4.5,17.333333333333332,1.0,278,0-3mo,High,Medium-High,,2024-12-26,5,2.460431654676259,1.675,9.266666666666667,0.3237410071942446,19978.933333333334,0.20422535211267606,1
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,False,Basic,570,6840,monthly,True,False,False,511,150876,33,52,4.0,3.0,33.75,0.0,616,0-3mo,Medium-High,Medium-Low,,2024-12-26,5,0.8295454545454546,1.3,20.533333333333335,0.1948051948051948,11704.000000000002,0.7992957746478874,1
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,False,False,Pro,1519,18228,annual,True,False,False,451,151460,28,41,1.0,4.0,51.0,0.0,694,1-2yr,Medium-Low,Medium-High,,2024-12-12,19,0.6498559077809798,1.025,23.133333333333333,0.043227665706051875,35139.53333333333,2.176056338028169,1
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,False,True,Basic,0,0,annual,True,False,False,538,158701,31,51,8.0,3.333333333333333,41.25,1.0,548,6-12mo,Medium-High,Low,2024-11-09,2024-12-11,20,0.9817518248175182,1.275,18.266666666666666,0.43795620437956206,0.0,1.030188679245283,1
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,False,False,Pro,2744,32928,annual,True,False,False,455,124429,21,43,3.0,4.5,37.333333333333336,0.0,515,1-2yr,Medium-Low,Medium-High,,2024-12-31,0,0.883495145631068,1.075,17.166666666666668,0.17475728155339804,47105.333333333336,0.6666666666666666,1
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,True,False,Enterprise,1791,21492,annual,True,False,False,335,96672,17,33,4.0,5.0,28.5,0.0,314,6-12mo,Low,Medium-High,,2024-12-08,23,1.0668789808917198,0.825,10.466666666666667,0.38216560509554137,18745.8,0.2689393939393939,1
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,False,Enterprise,7562,90744,monthly,False,False,False,993,281986,45,93,3.0,4.0,35.666666666666664,0.0,549,1-2yr,High,High,,2024-12-26,5,1.8087431693989071,2.325,18.3,0.16393442622950818,138384.6,0.6067961165048543,1
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,False,Basic,722,8664,monthly,True,True,False,461,147051,32,46,3.0,4.0,26.666666666666668,0.0,45,0-3mo,Medium-Low,Medium-Low,,2024-12-29,2,10.244444444444444,1.15,1.5,2.0,1083.0,0.06712962962962964,1
